username,followers,following,public_repos,public_gists,account_age_days,bio,label,burst_score,posting_regularity_score,time_of_day_entropy,active_hours_count,follow_velocity,duplicate_content_ratio,sentiment_variance,profile_completeness_score,mutual_follower_ratio
nina_art,1669.0,98.0,68.0,6.0,2101.0,Marketing professional | keynote speaker,0,0.036,0.186,0.955,8.0,4.189,0.07,0.2028,0.965,0.3149
airdrop_winner99,15.0,1521.0,2.0,0.0,55.0,FREE BTC airdrop → link in bio,1,0.771,0.951,0.336,2.0,266.59,0.731,0.0929,0.234,0.0429
creative_dan,4.0,11.0,37.0,13.0,935.0,Freelance illustrator | art prints available,0,0.074,0.241,0.742,14.0,0.57,0.084,0.6233,0.981,0.1012
xXx_profit_xXx,6.0,1951.0,0.0,0.0,44.0,FREE BTC airdrop → link in bio,1,0.624,0.859,0.182,4.0,205.98,0.899,0.0792,0.201,0.0458
dev_pete,2.0,5.0,7.0,9.0,365.0,News journalist @NYT,0,0.035,0.315,0.761,10.0,2.507,0.044,0.6725,0.709,0.426
free_follower_bot,4.0,2739.0,2.0,0.0,19.0,,1,0.784,0.893,0.16,1.0,242.08,0.919,0.0787,0.26,0.03
chef_marco,26.0,2.0,61.0,26.0,3471.0,Freelance illustrator | art prints available,0,0.049,0.21,0.772,17.0,1.211,0.176,0.4657,0.719,0.4069
mark_adventure,535.0,59.0,8.0,19.0,3483.0,Architect | sustainable design,0,0.112,0.133,0.704,12.0,4.652,0.043,0.2465,0.79,0.4564
dev_pete,1.0,14.0,1.0,23.0,1993.0,Dance teacher | choreographer,0,0.082,0.234,0.75,15.0,3.433,0.105,0.4059,0.877,0.1556
fit_jessica,1968.9027686932868,0.0,1.344592014347349,26.567035699851164,592.0051067567842,Dance teacher | choreographer,0,0.0017980443019635153,0.5152446976976933,0.9020451717335637,9.683949002193325,4.102586408236841,0.024377129988130773,0.21128903434906426,0.63057492585864,0.29277852638348073
emma.j,27.0,14.0,54.0,6.0,951.0,Medical student | future doctor,0,0.021,0.301,0.828,15.0,0.552,0.013,0.6226,0.976,0.3404
bot_account_7,4.0,1366.0,0.0,0.0,29.0,,1,0.856,0.882,0.381,4.0,228.81,0.837,0.0863,0.175,0.0214
autoliker_pro,4.0,2575.0,0.0,0.0,37.0,Click link below 💰,1,0.602,0.98,0.214,2.0,249.03,0.706,0.0519,0.198,0.0407
fit_jessica,417.0,53.0,16.0,29.0,427.0,Freelance illustrator | art prints available,0,0.013,0.351,0.766,10.0,3.392,0.143,0.2488,0.677,0.1466
emma.j,101.69497514200465,44.67501767793864,2.8149514141938297,12.019801030316517,2776.9989035622443,Data scientist | ML researcher,0,0.0588953507240149,0.5228600792973053,0.8558160233809103,11.392531936281008,0.0,0.19501031697612375,0.5926684484504426,0.8331193179260821,0.27950582499808324
insta_boost_247,9.0,1602.0,1.0,0.0,19.0,,1,0.645,0.883,0.168,2.0,96.07,0.873,0.0362,0.107,0.0349
noah_films,21.0,78.0,22.0,24.0,2278.0,Chef | Recipe creator,0,0.006,0.486,0.81,13.0,0.974,0.153,0.5843,0.645,0.5242
chris_builds,10.0,23.0,2.0,22.0,4858.0,Marketing professional | keynote speaker,0,0.041,0.505,0.937,14.0,2.303,0.032,0.3009,0.819,0.4138
free_follower_bot,14.0,691.0,0.0,0.0,40.0,official giveaway account,1,0.75,0.885,0.311,3.0,70.07,0.979,0.0738,0.042,0.0173
alex_travel,145.0,58.0,7.0,10.0,2542.0,Medical student | future doctor,0,0.022,0.192,0.957,17.0,3.436,0.138,0.3717,0.952,0.1337
john_doe,21.89144395976766,142.62872377169458,3.1406116578213976,17.912923478944393,1309.542270592032,Environmental activist,0,0.07971961871471661,0.21661677687552822,0.7964115927307417,12.928861045707322,0.0,0.05431454600926209,0.5374617147304298,0.6339539352254723,0.24401109368125998
noah_films,107.0,52.0,7.0,12.0,2731.0,News journalist @NYT,0,0.098,0.508,0.711,16.0,4.903,0.146,0.655,0.637,0.4096
real_human_01234,6.0,772.0,2.0,0.0,42.0,,1,0.79,0.901,0.277,2.0,110.96,0.711,0.0269,0.189,0.0012
mike_2023,1.0,18.0,24.0,8.0,856.0,Fashion designer | PR welcome,0,0.047,0.113,0.711,12.0,2.229,0.087,0.2764,0.981,0.2649
dev_pete,206.85767857436235,0.0,30.442083076586847,24.471889982254254,852.6306826370702,Musician. Coffee addict.,0,0.14123652388471072,0.5084072302076583,0.7362949255179587,13.299232986898458,4.505993140409124,0.1655397169093541,0.49182294228683315,0.9020700298334698,0.21588344746135857
code_master,7.0,34.0,3.0,20.0,1461.0,Data scientist | ML researcher,0,0.002,0.535,0.748,10.0,0.617,0.186,0.246,0.934,0.4984
luke_designs,0.0,29.768319827522845,2.2804503567140113,3.430493914897606,4817.95787228565,Entrepreneur | Founder @startup,0,0.11715569204342352,0.4681238091718182,0.9397091839566297,14.128662735925058,13.504890795702917,0.0067688141745159,0.22469456090663456,0.6372614876330611,0.27658332079692505
xXx_profit_xXx,6.0,2900.0,1.0,0.0,57.0,earn $500/day 👇,1,0.607,0.959,0.151,1.0,221.23,0.803,0.0517,0.193,0.0465
rachel_reads,376.0,42.0,9.0,21.0,673.0,Traveler | 50+ countries visited,0,0.022,0.111,0.701,11.0,2.331,0.028,0.6816,0.846,0.59
user8374629,0.0,2850.9640836146914,3.5285628026594242,0.4175740140314579,59.98013039267657,FREE gift cards click here,1,0.7935595160168577,0.9857278292505517,0.18118125248259362,2.5820497208346365,287.3300760797197,0.741254172717073,0.07754787625435682,0.279971882761557,0.06048889520218677
code_master,15.764372186261143,42.6129934978821,4.324547889406947,29.226286541697217,759.2288425842455,fitness coach 💪 DM for training plans,0,0.06040062645439176,0.09926752593200919,0.8698266556709799,17.84319569991396,0.0,0.022210109060781247,0.2865564245164104,0.9618646873937005,0.44680335468245913
mia_cooks,7.0,24.0,120.0,16.0,3529.0,photographer | travel 📷,0,0.113,0.455,0.674,11.0,0.56,0.19,0.3202,0.761,0.4582
emma.j,250.0,28.0,21.0,23.0,1813.0,software engineer @ Google,0,0.116,0.319,0.662,18.0,3.8,0.104,0.6194,0.606,0.3935
bot_account_7,10.0,1080.0,0.0,0.0,47.0,,1,0.887,0.916,0.12,4.0,261.39,0.949,0.0296,0.27,0.0048
user8374629,13.0,785.0,2.0,0.0,20.0,NFT investor | crypto tips,1,0.865,0.964,0.211,4.0,275.77,0.924,0.057,0.199,0.0235
f4f_master_99,6.0,1843.0,0.0,0.0,26.0,FREE gift cards click here,1,0.608,0.949,0.158,3.0,73.48,0.851,0.0619,0.27,0.0248
john_doe,0.0,0.0,7.0953224245971995,9.483101129303382,1726.275287881337,Marketing professional | keynote speaker,0,0.06897099264014948,0.3225869511959261,0.8712465667068097,17.137867948502958,3.9184417889988223,0.060650030752391886,0.3557239727348251,0.8072538377978115,0.5099165229217915
dev_pete,648.0,90.0,19.0,6.0,2645.0,Yoga instructor | wellness coach,0,0.012,0.218,0.739,10.0,3.803,0.135,0.3505,0.873,0.336
grace_beauty,16.201907115932123,29.25465641734578,6.977651743077326,0.6587190083199246,583.0905309323495,Wildlife photographer based in Kenya,0,0.020915992086474475,0.4769122061483647,0.8364193530270303,16.786364463056515,2.6607966292351333,0.0665529876650077,0.522419416566592,0.9663171430221763,0.1969389947193676
free_follower_bot,11.0,2715.0,2.0,0.0,19.0,Click link below 💰,1,0.644,0.927,0.209,3.0,51.87,0.811,0.0936,0.193,0.0048
insta_boost_247,14.0,2330.0,0.0,0.0,4.0,DM me to grow your account fast,1,0.827,0.927,0.15,1.0,147.53,0.99,0.0766,0.214,0.0376
ava_dances,106.0,60.0,62.0,10.0,5000.0,fitness coach 💪 DM for training plans,0,0.119,0.51,0.927,12.0,4.271,0.17,0.5072,0.789,0.2946
1234567890ab,5.0,2932.0,2.0,0.0,51.0,Click link below 💰,1,0.655,0.875,0.174,2.0,281.42,0.793,0.0187,0.015,0.0361
follow_back_101,4.0,2046.0,0.0,0.0,14.0,make money online → bio link,1,0.716,0.885,0.175,1.0,289.22,0.747,0.0746,0.267,0.0153
photo_by_anna,1.0,29.0,1.0,24.0,5000.0,Fashion designer | PR welcome,0,0.102,0.506,0.791,9.0,4.928,0.063,0.5018,0.736,0.2809
follow_back_101,13.0,2368.0,1.0,0.0,14.0,,1,0.751,0.867,0.266,3.0,100.6,0.922,0.0392,0.004,0.0028
mark_adventure,54.0,29.0,29.0,28.0,1039.0,News journalist @NYT,0,0.138,0.4,0.75,16.0,4.246,0.198,0.5967,0.72,0.3947
earn_fast_2024,3.0,2388.0,0.0,0.0,54.0,investment advisor DM me,1,0.76,0.882,0.124,1.0,144.85,0.86,0.0824,0.168,0.0147
follow_back_101,7.31518077982549,1898.6287724088663,0.10388965037570597,0.0,0.0,Click link below 💰,1,0.8603095049544307,0.9142384958541568,0.2640323659826387,1.106998725938128,198.21751615329794,0.8608655003838032,0.06759913962373827,0.07957972645477793,0.0
james_hikes,661.0,10.0,7.0,5.0,2807.0,Yoga instructor | wellness coach,0,0.125,0.114,0.914,10.0,2.223,0.139,0.4761,0.716,0.4802
paul_runs,12.0,54.0,6.0,16.0,1000.0,Marketing professional | keynote speaker,0,0.108,0.453,0.945,16.0,0.397,0.103,0.3569,0.977,0.2074
bot_account_7,19.0,336.0,1.0,0.0,4.0,,1,0.648,0.924,0.325,2.0,229.93,0.81,0.0121,0.157,0.0332
creative_dan,186.0,65.0,4.0,7.0,2297.0,Gaming streamer | Twitch partner,0,0.013,0.11,0.739,17.0,1.848,0.03,0.489,0.853,0.4908
paul_runs,15.0,16.0,6.0,1.0,5000.0,High school teacher | making STEM fun,0,0.06,0.547,0.935,16.0,4.859,0.092,0.6906,0.94,0.1699
tom_techie,2.0,15.0,21.0,18.0,1035.0,Retired engineer | amateur astronomer,0,0.01,0.463,0.826,14.0,4.917,0.053,0.2754,0.892,0.5288
ethan_games,35.0,42.0,14.0,28.0,1003.0,Wildlife photographer based in Kenya,0,0.001,0.46,0.986,8.0,0.182,0.04,0.5195,0.902,0.4864
ethan_games,127.0,14.0,9.0,3.0,5000.0,UX designer @Meta,0,0.084,0.392,0.981,9.0,1.138,0.128,0.4584,0.769,0.5027
insta_boost_247,7.0,1185.0,1.0,0.0,10.0,DM me to grow your account fast,1,0.741,0.96,0.251,4.0,239.24,0.935,0.0487,0.089,0.0152
ethan_games,7.0,38.0,11.0,4.0,4572.0,Medical student | future doctor,0,0.111,0.213,0.769,12.0,2.106,0.037,0.5518,0.698,0.2914
emma.j,38.0,106.0,2.0,2.0,870.0,Entrepreneur | Founder @startup,0,0.092,0.431,0.761,10.0,3.488,0.155,0.2049,0.63,0.4579
tom_techie,4.0,22.0,7.0,21.0,5000.0,Architect | sustainable design,0,0.08,0.259,0.867,10.0,1.037,0.118,0.2841,0.71,0.1283
ethan_games,481.0,2.0,61.0,22.0,5000.0,Yoga instructor | wellness coach,0,0.004,0.188,0.798,15.0,1.963,0.039,0.2713,0.976,0.5809
sophia_teaches,52.268958626495774,0.0,25.9287953347327,13.581550468962206,690.7164266305974,News journalist @NYT,0,0.06116388808384832,0.30294688537033376,0.9994990620822679,18.26855722002777,5.071680091526366,0.07076702530297427,0.48476280233167285,0.8076148399488794,0.16580669704986734
earn_fast_2024,10.222466308099204,2974.3073942447418,1.834673544696394,0.4869321601335917,50.659255976622546,Click link below 💰,1,0.6682702105623741,0.9414401270994935,0.2642009823470328,1.6352807905867064,152.16723787107074,0.7229726010706041,0.043559249874750405,0.1847257763591531,0.0412774746936537
bot291847362,5.0,2431.0,1.0,0.0,17.0,Click link below 💰,1,0.858,0.871,0.158,4.0,118.34,0.835,0.0704,0.187,0.049
bot_account_7,19.0,445.0,1.0,0.0,36.0,,1,0.81,0.946,0.137,4.0,72.53,0.815,0.0401,0.216,0.0476
bot_account_7,4.0,354.0,1.0,0.0,21.0,investment advisor DM me,1,0.798,0.907,0.26,3.0,109.28,0.949,0.0626,0.146,0.0116
chef_marco,50.548216255689674,36.705996336976234,25.940654463147293,15.209491136669936,673.5749593222672,software engineer @ Google,0,0.0015345104696820825,0.1764000893471479,0.7328373331082436,17.106015782191456,0.0,2.890863840940023e-05,0.49754501135291224,0.843042275074949,0.522396482717522
grace_beauty,20.0,41.0,21.0,26.0,979.0,Musician. Coffee addict.,0,0.083,0.231,0.673,10.0,2.13,0.019,0.2739,0.742,0.5291
mia_cooks,133.0,28.0,29.0,20.0,980.0,Dog lover | Hiking | Books,0,0.021,0.481,0.728,15.0,4.584,0.04,0.5691,0.919,0.2555
emma.j,377.0,3.0,30.0,14.0,1518.0,High school teacher | making STEM fun,0,0.075,0.431,0.834,16.0,4.533,0.182,0.6815,0.978,0.2283
user8374629,17.0,357.0,1.0,0.0,18.0,FREE gift cards click here,1,0.765,0.95,0.118,4.0,50.47,0.765,0.0226,0.189,0.0012
fit_jessica,9.0,19.0,1.0,16.0,2662.0,Dance teacher | choreographer,0,0.143,0.156,0.776,11.0,3.274,0.045,0.2626,0.737,0.1574
luke_designs,433.0,98.0,3.0,22.0,4097.0,fitness coach 💪 DM for training plans,0,0.06,0.512,0.782,16.0,0.34,0.135,0.6636,0.963,0.4351
f4f_master_99,3.0,1333.0,0.0,0.0,31.0,official giveaway account,1,0.934,0.909,0.317,3.0,112.38,0.752,0.0783,0.164,0.0283
get_rich_88,33.19444675111954,711.4966400391542,0.0,0.0,64.28725281798907,earn while you sleep 💸,1,0.7691014038199868,0.8701556769051509,0.2568658227698215,2.259727480123415,203.5195147447516,0.7564766746022444,0.07118923887437086,0.23579975980555018,0.05278255639222308
fit_jessica,17.0,5.0,7.0,18.0,3665.0,Fashion designer | PR welcome,0,0.085,0.202,0.867,13.0,4.417,0.168,0.2556,0.916,0.3717
f4f_master_99,13.0,1144.0,0.0,0.0,1.0,DM me to grow your account fast,1,0.818,0.872,0.257,2.0,268.96,0.737,0.0323,0.009,0.0307
f4f_master_99,27.97098961080042,700.740515055322,3.0615078111500855,0.0,153.98884976895664,earn $500/day 👇,1,0.7971926437174321,0.8798674398055744,0.22115817964974538,0.8987750925854611,229.049756265439,0.8558031781518132,0.06012123316400008,0.06805790381013146,0.0
mark_adventure,16.0,18.0,2.0,8.0,4048.0,Traveler | 50+ countries visited,0,0.024,0.158,0.791,16.0,2.628,0.12,0.4172,0.861,0.5955
paul_runs,43.0,20.0,10.0,0.0,3178.0,Blogger | Lifestyle & wellness,0,0.146,0.453,0.672,12.0,3.785,0.077,0.3164,0.843,0.2294
nina_art,1.0,33.0,9.0,22.0,5000.0,Dance teacher | choreographer,0,0.017,0.439,0.829,12.0,4.167,0.095,0.6315,0.828,0.2063
user8374629,6.0,586.0,0.0,0.0,36.0,crypto millionaire | teach you how,1,0.811,0.964,0.374,2.0,283.98,0.939,0.0435,0.064,0.0466
9182736450,0.0,2329.0,2.0,0.0,28.0,follow for follow back,1,0.863,0.952,0.132,1.0,256.33,0.974,0.0626,0.077,0.021
acc29471838,13.0,320.0,0.0,0.0,32.0,btc eth airdrop free coins,1,0.696,0.915,0.389,2.0,244.7,0.796,0.084,0.144,0.0115
zz_promo_zz,0.0,3030.9180379829722,4.0826249065099915,0.761280601161391,0.0,,1,0.787724416533551,0.9636812255400188,0.3007711230500557,1.9692005502355034,119.69405416341985,0.7378728210721793,0.09016547064661715,0.15693624073390355,0.023756394453824718
grace_beauty,94.0,41.0,1.0,17.0,2199.0,Nurse practitioner | women's health advocate,0,0.044,0.468,0.67,18.0,3.709,0.192,0.2565,0.604,0.1133
ethan_games,102.0,20.0,12.0,19.0,2366.0,fitness coach 💪 DM for training plans,0,0.105,0.19,0.966,12.0,3.719,0.197,0.2584,0.788,0.1793
earn_fast_2024,11.332382508561311,2289.9349113013086,1.0883542156071415,0.0,83.73702931091492,FREE gift cards click here,1,0.7835025144684304,0.9529428811397571,0.18638251439851033,1.5449902484417386,167.72261266572912,0.8748458356127695,0.040996853516755895,0.01869355907579402,0.040214897506113345
chef_marco,387.0,61.0,248.0,25.0,5000.0,Chef | Recipe creator,0,0.009,0.366,0.679,10.0,4.312,0.012,0.3491,0.902,0.1572
real_human_01234,7.786488333424593,2035.8965257245563,0.0,0.0,33.094486623456035,official giveaway account,1,0.6057907761263207,0.9716271170873063,0.163817377241698,1.8082379627065361,219.13657014028243,0.7044924750785861,0.051951463758798555,0.09366536356981808,0.023282804881742756
olivia_draws,218.0,23.0,8.0,11.0,505.0,Teacher & lifelong learner,0,0.089,0.176,0.677,8.0,0.171,0.111,0.6912,0.845,0.1787
emma.j,6.0,15.0,23.0,15.0,1751.0,Architect | sustainable design,0,0.09,0.245,0.963,16.0,2.193,0.187,0.6601,0.812,0.1853
acc29471838,16.0,1896.0,2.0,0.0,10.0,official giveaway account,1,0.666,0.857,0.147,4.0,140.68,0.974,0.0978,0.015,0.0085
free_follower_bot,8.0,2369.0,0.0,0.0,40.0,♻️ repost to win $1000,1,0.924,0.887,0.344,1.0,141.14,0.787,0.0979,0.16,0.036
follow_back_101,11.0,1266.0,2.0,0.0,50.0,♻️ repost to win $1000,1,0.602,0.986,0.208,4.0,124.53,0.764,0.0156,0.182,0.0438
f4f_master_99,16.0,1259.0,0.0,0.0,37.0,make money online → bio link,1,0.789,0.96,0.176,3.0,150.28,0.886,0.0845,0.293,0.0178
autoliker_pro,5.0,1014.0,2.0,0.0,17.0,earn while you sleep 💸,1,0.823,0.902,0.296,1.0,202.06,0.736,0.0718,0.285,0.0082
noah_films,520.7133458763498,12.564402932475595,174.17175100444575,27.217529682584292,313.62962672124246,Teacher & lifelong learner,0,0.1362957343452958,0.23988817814102056,0.7798683783570421,8.686723166335891,12.966150066513649,0.034476934601720105,0.5398336566029479,0.8104413122853424,0.5581363703287671
xXx_profit_xXx,30.57987088205357,1510.263083794671,3.273138455946799,0.10225489281384463,99.66277705747339,,1,0.961593286801791,0.8880869619004165,0.2833817134900485,2.954740215886636,171.0648610861537,0.8744436773213589,0.09094800288352811,0.18355900464753377,0.006415792495453317
tom_techie,24.052790285713513,96.60800142664723,35.67175120977987,28.79024590365138,1510.7977221913006,Dance teacher | choreographer,0,0.10025582174031696,0.4156211552253899,0.9926539711062664,13.761687113381422,0.2554261301255495,0.13347010723678485,0.4429225720755127,0.826249014796166,0.2739738153951467
bot_account_7,10.0,2883.0,0.0,0.0,30.0,airdrop $ETH daily,1,0.772,0.908,0.397,1.0,274.88,0.989,0.0798,0.02,0.0026
xXx_profit_xXx,2.0,463.0,0.0,0.0,3.0,,1,0.74,0.854,0.303,4.0,148.4,0.952,0.054,0.193,0.0095
john_doe,35.384577389013614,0.0,32.691649970512266,22.7766462065592,1154.5269901466206,Architect | sustainable design,0,0.07869212667858969,0.4993021646482157,0.8276990219850099,17.86711010056661,0.0,0.044250553833103626,0.23892125476015152,0.7721224072522134,0.5084518040712437
olivia_draws,46.0,24.0,5.0,27.0,1045.0,Developer | Open source enthusiast,0,0.01,0.362,0.832,10.0,4.586,0.025,0.3915,0.808,0.1979
tom_techie,8.917270561476478,0.0,7.050650277891399,10.367323805985956,2849.6432908874995,fitness coach 💪 DM for training plans,0,0.06582327068657369,0.3033131492381982,0.9546914020816191,17.367928503027674,0.0,0.20274319079522257,0.6028558347154713,0.9381295672881274,0.25484010470033297
ethan_games,185.0,25.0,5.0,2.0,5000.0,Musician. Coffee addict.,0,0.141,0.265,0.73,18.0,1.524,0.115,0.2406,0.853,0.3482
ava_dances,3.0,11.0,25.0,15.0,3211.0,Artist | Digital creator,0,0.074,0.147,0.859,17.0,3.871,0.12,0.2162,0.823,0.4886
emma.j,8.0,34.0,3.0,3.0,5000.0,Podcaster | interviewing founders,0,0.071,0.404,0.894,14.0,0.176,0.182,0.6516,0.747,0.3172
sarah_smith,8.0,25.0,5.0,13.0,2646.0,software engineer @ Google,0,0.008,0.222,0.923,11.0,2.36,0.026,0.2946,0.909,0.2216
nina_art,604.0,19.0,3.0,28.0,1384.0,Artist | Digital creator,0,0.021,0.357,0.909,9.0,4.208,0.107,0.4551,0.711,0.5594
real_human_01234,0.0,1292.9216071088629,1.387069029054342,0.03090994041648778,144.95093280545487,DM me to grow your account fast,1,0.6437978546000516,0.8707066021451743,0.22203133773236117,2.454970879010778,292.9087389778306,0.8601476153012899,0.03904663134791186,0.04006706763411781,0.0
free_follower_bot,0.0,597.8010019703786,0.0,0.0,79.35896930552337,crypto millionaire | teach you how,1,0.6005248512037162,0.9195805980930556,0.13678714953480736,1.0300463501345367,92.89912449964214,0.9275458815146771,0.05851043522071454,0.2783041987931534,0.01917538579999784
f4f_master_99,2.0,1026.0,2.0,0.0,39.0,📈 passive income daily,1,0.661,0.946,0.128,2.0,295.66,0.911,0.0946,0.246,0.0005
daniel_f,193.0,59.0,16.0,6.0,819.0,fitness coach 💪 DM for training plans,0,0.134,0.237,0.815,18.0,1.989,0.089,0.6995,0.75,0.4935
ben_codes,5.0,9.0,26.0,28.0,837.0,Yoga instructor | wellness coach,0,0.091,0.518,0.746,13.0,2.287,0.196,0.2393,0.777,0.1669
emma.j,183.0,30.0,9.0,28.0,2867.0,Chef | Recipe creator,0,0.117,0.319,0.8,13.0,3.109,0.083,0.5374,0.825,0.1359
james_hikes,98.0,10.0,6.0,0.0,4535.0,Blogger | Lifestyle & wellness,0,0.073,0.186,0.928,9.0,0.207,0.14,0.4482,0.688,0.5779
9182736450,13.0,2821.0,2.0,0.0,23.0,airdrop $ETH daily,1,0.758,0.952,0.204,4.0,130.36,0.909,0.0485,0.186,0.0497
mike_2023,920.0,5.0,4.0,6.0,3489.0,Musician. Coffee addict.,0,0.016,0.207,0.712,15.0,4.407,0.094,0.5008,0.834,0.4546
airdrop_winner99,14.835396220275038,2143.5884560675104,0.0,0.16465650104890053,0.0,airdrop $ETH daily,1,0.6369603573170382,0.9218460004458023,0.13604991374753186,3.2342781276707075,282.71139235990444,0.8577676268391252,0.048120559378356444,0.1079698011415968,0.028825297121502672
dev_pete,4.0,53.0,15.0,3.0,5000.0,Teacher & lifelong learner,0,0.114,0.287,0.889,8.0,3.224,0.001,0.3259,0.731,0.5703
xXx_profit_xXx,18.0,2757.0,2.0,0.0,58.0,,1,0.779,0.873,0.115,1.0,196.15,0.843,0.0986,0.191,0.0257
acc29471838,5.25810866745258,2804.69820054743,2.301272443192176,0.0,0.0,crypto millionaire | teach you how,1,0.7220964963227716,0.9893776574562183,0.12651146954668518,2.230880737872579,128.39308197180046,0.9384747774424684,0.09248419552954643,0.26078035806371686,0.02156581267577747
acc29471838,15.0,1071.0,0.0,0.0,6.0,,1,0.63,0.939,0.292,3.0,151.71,0.795,0.0334,0.211,0.0031
dev_pete,31.710990814556336,11.668207966292812,16.59160800904111,5.469372550830389,540.7220306922472,mom of 3 | foodie,0,0.12047543114798503,0.5029536845613546,0.7648372567935967,13.068945182100014,0.23489060867008105,0.0923558594597547,0.2550847578191217,0.9660100316283529,0.41509141627021157
a8f7d3k9p2,0.0,2699.0,1.0,0.0,22.0,,1,0.814,0.892,0.361,4.0,136.12,0.737,0.0874,0.072,0.0374
zz_promo_zz,4.0,815.0,2.0,0.0,4.0,official giveaway account,1,0.946,0.96,0.265,2.0,92.54,0.928,0.0745,0.031,0.0082
zz_promo_zz,2.0,831.0,0.0,0.0,29.0,📈 passive income daily,1,0.631,0.918,0.202,1.0,222.78,0.897,0.0274,0.132,0.0214
grace_beauty,10.659170882995337,0.0,3.9265881703129693,29.486931339033504,1769.4404161264556,photographer | travel 📷,0,0.0731999260188896,0.23293966262666513,0.9498801251185502,16.743486803555495,0.0,0.1360094958453071,0.5326025876751052,0.8636380596614432,0.6097338485054484
acc29471838,7.0,2928.0,1.0,0.0,44.0,,1,0.831,0.908,0.269,2.0,155.37,0.703,0.063,0.269,0.037
f4f_master_99,12.0,555.0,2.0,0.0,22.0,official giveaway account,1,0.826,0.973,0.282,2.0,89.24,0.728,0.0816,0.183,0.0073
