username,followers,following,videos,bio,likes,is_verified,label
botanist_beth,205,39,167,Fashion designer | PR welcome,1424,0,0
code_master,330,7,114,Marketing professional | keynote speaker,12991,0,0
user8374629,7775,9467,1339,earn $500/day 👇,312,0,1
chris_builds,200,23,195,fitness coach 💪 DM for plans,3814,0,0
follow_back_101,2048,7661,4097,,6,0,1
botanist_beth,426829,41,9,♻️ repost to win $1000,840,0,1
free_followers_now,123,3742,2,crypto signals ✅ 99% win rate,10,0,1
emma.j,200,73,253,software engineer @ Google,7369,0,0
the_real_sam,200,84,487,Artist | Digital creator ✨,9004,0,0
chris_builds,232,33,326,Retired engineer | amateur astronomer 🔭,11544,0,0
a8f7d3k9p2,7397,5298,3349,🔞 link in bio,62,0,1
alex_travel,200,27,266,Artist | Digital creator ✨,3383,0,0
9182736450,8877,8206,3989,btc eth airdrop free coins,425,0,1
earn_fast_2024,72,4217,2,,83,0,1
grace_beauty,200,30,331,fitness coach 💪 DM for plans,4172,0,0
emma.j,200,24,289,High school teacher | making STEM fun,4309,0,0
mark_adventure,200,34,219,Gaming streamer | Twitch partner 🎮,9837,0,0
paul_runs,285,30,375,News journalist @NYT,5688,0,0
oprah,44407746,302,3544,Hollywood actor | Upcoming: Summer Blockbuster 2025,3766448601,1,0
surf_with_evan,200,89,358,Entrepreneur | Founder @startup,9263,0,0
mark_adventure,303,42,77,Podcaster | interviewing founders,7798,0,0
mark_adventure,200,40,401,Gaming streamer | Twitch partner 🎮,4614,0,0
1234567890ab,164,4916,0,,15,0,1
free_follower_bot,109,8695,0,Real estate investor | DM for passive income secrets,6,0,1
nina_art,200,96,31,Data scientist | ML researcher,8136,0,0
fit_jessica,156867,16,3,📈 passive income daily,306,0,1
free_follower_bot,7713,6411,4807,📈 passive income daily,173,0,1
acc29471838,9235,9539,982,Click link below 💰,73,0,1
1234567890ab,9,4452,0,follow for follow back,6,0,1
everyday_elena,200,59,484,Teacher & lifelong learner 📚,4266,0,0
amy_joy,200,79,21,Data scientist | ML researcher,6584,0,0
surf_with_evan,1441,311,67,Medical student | future doctor 🩺,11838,0,0
journeys_with_kai,847,16,135,Architect | sustainable design,28304,0,0
bot_account_7,60,9848,2,investment advisor DM me,63,0,1
chris_builds,390293,14,9,,815,0,1
fit_jessica,1087,455,429,Yoga instructor | wellness coach 🧘,7689,0,0
paul_runs,1102,214,366,Freelance illustrator | art prints available,43891,0,0
amy_joy,342,53,378,Yoga instructor | wellness coach 🧘,8051,0,0
the_real_sam,426,78,174,Medical student | future doctor 🩺,8755,0,0
bot_account_7,30,6124,4,,20,0,1
fit_jessica,358,129,439,Yoga instructor | wellness coach 🧘,12296,0,0
everyday_elena,200,29,486,mom of 3 | foodie 🍕,2996,0,0
mike_2023,200,10,183,Dog lover 🐾 | Hiking | Books,7194,0,0
mark_adventure,200,61,469,Wildlife photographer based in Kenya,7124,0,0
emma.j,35875,15,2,📈 passive income daily,450,0,1
alex_travel,272770,14,7,Click link below 💰,841,0,1
follow_back_101,190,5537,2,,1,0,1
free_followers_now,0,4203,2,🔞 link in bio,97,0,1
xXx_profit_xXx,1166,6027,1195,,153,0,1
b.scott.official,74943,29,4,🔞 link in bio,832,0,1
nft_dropper_69,87,9963,1,DM me to grow your account fast,7,0,1
9182736450,82,7871,0,investment advisor DM me,91,0,1
nina_art,473244,8,4,,3,0,1
tom_techie,174093,21,9,promo available 📩,806,0,1
a8f7d3k9p2,163,6475,2,follow for follow back,49,0,1
a8f7d3k9p2,113,3902,3,Click link below 💰,30,0,1
a8f7d3k9p2,100,4775,3,🔞 link in bio,16,0,1
real_human_01234,7852,9112,3194,Click link below 💰,135,0,1
1234567890ab,97,9059,4,DM me to grow your account fast,47,0,1
tradebot_fx,6677,9792,2933,FREE BTC airdrop → link in bio,462,0,1
99882736450,125,6096,1,,18,0,1
mindful_maya,395614,40,4,Get free followers — click bio link,721,0,1
chris_builds,296659,4,3,investment advisor DM me,851,0,1
q7w8e9r0t1y2,136,8322,0,NFT investor | crypto tips,5,0,1
surf_with_evan,200,15,332,Musician. Coffee addict. ☕,9838,0,0
justinbieber,55229676,291,3182,Oscar-winning director | Production company: @StudioX,5069105510,1,0
code_master,200,37,52,Freelance illustrator | art prints available,4579,0,0
grace_beauty,1419,305,166,Retired engineer | amateur astronomer 🔭,7733,0,0
tradebot_fx,9753,9698,2314,Get free followers — click bio link,333,0,1
everyday_elena,537,77,102,Podcaster | interviewing founders,5988,0,0
mike_2023,125262,35,1,📈 passive income daily,837,0,1
earn_fast_2024,7886,5479,2077,,486,0,1
elonmusk,140716998,253,592,Nobel Peace Prize laureate | Activist,11202629987,1,0
arianagrande,37060009,6,2625,Fashion icon | Creative Director @LuxuryBrand,1034043736,1,0
nina_art,275,128,294,UX designer @Meta,7036,0,0
amy_joy,202,60,450,News journalist @NYT,3519,0,0
emma.j,678,197,436,Musician. Coffee addict. ☕,15417,0,0
mark_adventure,455,65,80,Blogger | Lifestyle & wellness,9527,0,0
a8f7d3k9p2,122,5907,2,Get free followers — click bio link,66,0,1
nft_dropper_69,8893,5656,4124,FREE BTC airdrop → link in bio,104,0,1
real_human_01234,60,9168,3,Get free followers — click bio link,5,0,1
free_followers_now,153,7617,1,crypto signals ✅ 99% win rate,3,0,1
nina_art,200,57,96,Blogger | Lifestyle & wellness,3317,0,0
surf_with_evan,426155,6,5,♻️ repost to win $1000,915,0,1
fit_jessica,288,5,135,Dance teacher | choreographer,10704,0,0
photo_by_anna,6579,1675,275,Blogger | Lifestyle & wellness,266149,0,0
alex_travel,527,6,210,Environmental activist 🌱,7093,0,0
9182736450,39,5977,0,DM me to grow your account fast,94,0,1
mark_adventure,200,69,72,News journalist @NYT,8436,0,0
code_master,390,177,216,News journalist @NYT,10919,0,0
b.scott.official,224295,41,8,FREE BTC airdrop → link in bio,331,0,1
chef_marco,500,151,59,Dog lover 🐾 | Hiking | Books,16793,0,0
user8374629,8385,9292,4550,🔞 link in bio,180,0,1
grace_beauty,485729,2,5,Real estate investor | DM for passive income secrets,994,0,1
surf_with_evan,398100,11,3,investment advisor DM me,31,0,1
b.scott.official,323784,23,8,follow for follow back,186,0,1
zz_promo_zz,5796,9589,977,Real estate investor | DM for passive income secrets,361,0,1
botanist_beth,200,90,488,Blogger | Lifestyle & wellness,8297,0,0
justinbieber,118838125,365,4096,Iconic musician 🎸 | 40+ years on stage,8550446910,1,0
nft_dropper_69,93,7992,3,crypto signals ✅ 99% win rate,74,0,1
john_doe,467,65,265,Traveler | 50+ countries visited ✈️,20073,0,0
neymarjr,28729842,12,1330,Grammy-winning artist 🎵 | New album out now,2595281934,1,0
earn_fast_2024,27,7314,3,Click link below 💰,25,0,1
daniel_f,242,23,282,Dance teacher | choreographer,7468,0,0
neymarjr,84323814,297,3538,Official account. For business: manager@agency.com,2672519718,1,0
justinbieber,116217468,405,4461,Oscar-winning director | Production company: @StudioX,11333751934,1,0
zz_promo_zz,163,8030,4,investment advisor DM me,32,0,1
fit_jessica,1024,494,222,Architect | sustainable design,33190,0,0
bot_account_7,5444,7074,4497,crypto signals ✅ 99% win rate,12,0,1
tom_techie,245455,31,6,,701,0,1
photo_by_anna,185973,40,3,Real estate investor | DM for passive income secrets,823,0,1
john_doe,200,97,236,Retired engineer | amateur astronomer 🔭,2135,0,0
the_real_sam,465,82,232,Dog lover 🐾 | Hiking | Books,19370,0,0
bot_account_7,80,6611,4,📈 passive income daily,95,0,1
zz_promo_zz,8414,7903,2795,Real estate investor | DM for passive income secrets,141,0,1
user8374629,111,8457,4,,92,0,1
chris_builds,298,31,126,UX designer @Meta,10147,0,0
zz_promo_zz,4155,5617,1395,🔞 link in bio,340,0,1
photo_by_anna,401,74,35,Chef | Recipe creator 🍳,6030,0,0
nft_dropper_69,2435,6551,4542,investment advisor DM me,455,0,1
xXx_profit_xXx,146,4671,3,,3,0,1
tradebot_fx,127,6888,4,,81,0,1
1234567890ab,5213,7140,1558,earn $500/day 👇,255,0,1
john_doe,200,5,281,News journalist @NYT,6516,0,0
journeys_with_kai,31190,47,7,,725,0,1
lisa_writes,364,174,233,Entrepreneur | Founder @startup,14662,0,0
jeffbezos,65189096,339,3061,Nobel Peace Prize laureate | Activist,1186258469,1,0
free_follower_bot,158,8305,1,,78,0,1
tradebot_fx,96,8296,1,earn $500/day 👇,56,0,1
get_rich_88,8923,9638,3412,btc eth airdrop free coins,371,0,1
everyday_elena,200,57,378,Freelance illustrator | art prints available,6778,0,0
amy_joy,200,96,348,Yoga instructor | wellness coach 🧘,2688,0,0
earn_fast_2024,11,4360,2,Real estate investor | DM for passive income secrets,73,0,1
therock,135200412,446,3320,CEO @Fortune500 | Author | Speaker,13163151212,1,0
everyday_elena,243709,20,6,DM me to grow your account fast,400,0,1
bot_account_7,5764,9736,2298,crypto signals ✅ 99% win rate,106,0,1
b.scott.official,200,41,7,Dance teacher | choreographer,1757,0,0
9182736450,145,4326,1,♻️ repost to win $1000,27,0,1
nft_dropper_69,173,6319,1,,24,0,1
airdrop_winner99,5285,6909,1330,,236,0,1
daniel_f,680,22,46,News journalist @NYT,17445,0,0
alex_travel,200,27,126,Artist | Digital creator ✨,7694,0,0
botanist_beth,200,26,117,UX designer @Meta,2371,0,0
everyday_elena,1213,481,205,Dog lover 🐾 | Hiking | Books,9300,0,0
tom_techie,200,38,292,Dog lover 🐾 | Hiking | Books,3240,0,0
journeys_with_kai,4473,815,44,Freelance illustrator | art prints available,65834,0,0
amy_joy,837,202,161,Dog lover 🐾 | Hiking | Books,33643,0,0
john_doe,206,80,214,Blogger | Lifestyle & wellness,1454,0,0
taylorswift,12850969,100,3411,Official account. For business: manager@agency.com,341540629,1,0
photo_by_anna,200,50,497,Yoga instructor | wellness coach 🧘,2571,0,0
chris_builds,385394,21,4,investment advisor DM me,302,0,1
surf_with_evan,200,62,77,Nurse practitioner | women's health advocate,1228,0,0
daniel_f,200,7,155,photographer | travel 📷,5324,0,0
chef_marco,186251,43,4,📈 passive income daily,667,0,1
99882736450,7805,8823,2710,btc eth airdrop free coins,42,0,1
chris_builds,478390,7,2,Real estate investor | DM for passive income secrets,470,0,1
creative_dan,536,9,126,High school teacher | making STEM fun,25788,0,0
9182736450,54,5900,0,promo available 📩,13,0,1
john_doe,200,20,482,UX designer @Meta,6308,0,0
acc29471838,2815,8210,3589,♻️ repost to win $1000,60,0,1
neymarjr,44583193,470,1785,Nobel Peace Prize laureate | Activist,4264459391,1,0
everyday_elena,200,41,404,Yoga instructor | wellness coach 🧘,2751,0,0
amy_joy,200,32,430,Traveler | 50+ countries visited ✈️,5673,0,0
nina_art,200,58,335,Dog lover 🐾 | Hiking | Books,7788,0,0
mindful_maya,200,97,180,Podcaster | interviewing founders,2089,0,0
tradebot_fx,63,5858,3,Click link below 💰,80,0,1
user8374629,169,5385,4,NFT investor | crypto tips,81,0,1
free_followers_now,132,9317,3,NFT investor | crypto tips,76,0,1
john_doe,333,152,366,UX designer @Meta,7569,0,0
mark_adventure,236,17,143,Yoga instructor | wellness coach 🧘,9771,0,0
fit_jessica,311,146,463,Chef | Recipe creator 🍳,13035,0,0
follow_back_101,7391,5173,3014,♻️ repost to win $1000,84,0,1
bot_account_7,9845,5675,4663,earn $500/day 👇,190,0,1
journeys_with_kai,220682,45,2,Get free followers — click bio link,726,0,1
mindful_maya,764,252,342,Retired engineer | amateur astronomer 🔭,33737,0,0
jeffbezos,62381239,325,2887,Official account. For business: manager@agency.com,1048507411,1,0
b.scott.official,180524,41,6,DM me to grow your account fast,27,0,1
b.scott.official,115655,19,7,Click link below 💰,757,0,1
mindful_maya,200,94,315,Architect | sustainable design,1042,0,0
q7w8e9r0t1y2,169,5723,2,,39,0,1
99882736450,43,6277,0,follow for follow back,29,0,1
surf_with_evan,200,54,486,Environmental activist 🌱,6429,0,0
fit_jessica,200,84,204,Retired engineer | amateur astronomer 🔭,3092,0,0
fit_jessica,450315,3,8,Click link below 💰,86,0,1
lisa_writes,200,53,290,mom of 3 | foodie 🍕,4988,0,0
tom_techie,200,53,499,Medical student | future doctor 🩺,7484,0,0
billgates,118614733,370,2480,Fashion icon | Creative Director @LuxuryBrand,8775915723,1,0
1234567890ab,59,9566,1,Click link below 💰,16,0,1
alex_travel,280,64,249,Yoga instructor | wellness coach 🧘,7994,0,0
chef_marco,461,48,131,Developer | Open source enthusiast,7436,0,0
dev_pete,171277,21,9,🔞 link in bio,832,0,1
justinbieber,133546848,278,3909,Fashion icon | Creative Director @LuxuryBrand,6996438463,1,0
tom_techie,506,27,362,Entrepreneur | Founder @startup,13901,0,0
surf_with_evan,141386,40,0,,372,0,1
free_followers_now,1189,7809,4716,,154,0,1
get_rich_88,139,6556,1,Real estate investor | DM for passive income secrets,1,0,1
earn_fast_2024,7483,9117,2130,,331,0,1
everyday_elena,293,56,320,Medical student | future doctor 🩺,10557,0,0
jeffbezos,140112918,9,189,Iconic musician 🎸 | 40+ years on stage,2618557911,1,0
a8f7d3k9p2,1,3993,2,,56,0,1
acc29471838,7122,8777,4809,,287,0,1
mindful_maya,391,104,286,UX designer @Meta,10098,0,0
amy_joy,200,55,99,Developer | Open source enthusiast,3536,0,0
kimkardashian,41795525,209,3951,Nobel Peace Prize laureate | Activist,1459933868,1,0
mark_adventure,257,67,219,Fashion designer | PR welcome,1369,0,0
acc29471838,102,5537,1,FREE BTC airdrop → link in bio,92,0,1
a8f7d3k9p2,2233,5027,2885,,35,0,1
xXx_profit_xXx,106,9148,0,♻️ repost to win $1000,78,0,1
airdrop_winner99,8844,9925,3487,DM me to grow your account fast,63,0,1
elonmusk,98840336,388,635,World #1 tennis player 🎾 | Foundation: @AidFundation,3900070800,1,0
botanist_beth,130159,47,5,📈 passive income daily,530,0,1
real_human_01234,133,6431,2,♻️ repost to win $1000,56,0,1
john_doe,376,7,38,Environmental activist 🌱,13845,0,0
surf_with_evan,432878,36,0,,344,0,1
the_real_sam,358053,12,8,Real estate investor | DM for passive income secrets,701,0,1
tom_techie,42312,34,3,,78,0,1
grace_beauty,2329,935,81,Traveler | 50+ countries visited ✈️,99242,0,0
tradebot_fx,106,6908,4,investment advisor DM me,8,0,1
surf_with_evan,1247,140,455,Fashion designer | PR welcome,23303,0,0
tradebot_fx,6453,7963,570,,56,0,1
nina_art,200,30,236,Architect | sustainable design,4343,0,0
cristiano,112979213,41,833,World #1 tennis player 🎾 | Foundation: @AidFundation,5077753410,1,0
fit_jessica,200,53,440,Environmental activist 🌱,6338,0,0
nina_art,200,49,23,Data scientist | ML researcher,1468,0,0
bot_account_7,5276,7425,1686,FREE BTC airdrop → link in bio,268,0,1
1234567890ab,191,6388,3,btc eth airdrop free coins,10,0,1
fit_jessica,647,208,203,Architect | sustainable design,28188,0,0
photo_by_anna,200,82,355,Musician. Coffee addict. ☕,6238,0,0
b.scott.official,309199,15,2,Get free followers — click bio link,670,0,1
b.scott.official,487981,42,5,DM me to grow your account fast,44,0,1
emma.j,624,242,194,Chef | Recipe creator 🍳,8492,0,0
chris_builds,295610,28,1,Get free followers — click bio link,296,0,1
get_rich_88,184,7710,2,NFT investor | crypto tips,86,0,1
everyday_elena,200,5,21,Marketing professional | keynote speaker,1104,0,0
amy_joy,200,96,340,Marketing professional | keynote speaker,5657,0,0
user8374629,92,4387,3,NFT investor | crypto tips,57,0,1
user8374629,2966,5015,1202,FREE BTC airdrop → link in bio,128,0,1
earn_fast_2024,57,7495,1,btc eth airdrop free coins,90,0,1
chef_marco,200,48,45,fitness coach 💪 DM for plans,1766,0,0
creative_dan,193581,8,0,,828,0,1
real_human_01234,9470,5642,861,FREE BTC airdrop → link in bio,40,0,1
fit_jessica,200,48,199,Wildlife photographer based in Kenya,1571,0,0
kimkardashian,30677984,304,2649,Hollywood actor | Upcoming: Summer Blockbuster 2025,2761806713,1,0
journeys_with_kai,293,45,253,Environmental activist 🌱,2931,0,0
dev_pete,78479,27,2,NFT investor | crypto tips,865,0,1
xXx_profit_xXx,9921,5444,1611,btc eth airdrop free coins,397,0,1
journeys_with_kai,1861,555,10,Retired engineer | amateur astronomer 🔭,43552,0,0
grace_beauty,1541,162,321,Entrepreneur | Founder @startup,75125,0,0
creative_dan,31822,9,4,Get free followers — click bio link,976,0,1
oprah,140848071,409,3069,Professional athlete | Team captain | Brand ambassador,3129655570,1,0
creative_dan,2598,1006,20,Retired engineer | amateur astronomer 🔭,84977,0,0
chef_marco,245,6,222,News journalist @NYT,3490,0,0
chris_builds,144155,39,3,,139,0,1
emma.j,260,47,329,Yoga instructor | wellness coach 🧘,5408,0,0
surf_with_evan,200,16,184,Data scientist | ML researcher,2382,0,0
airdrop_winner99,145,8707,3,,42,0,1
real_human_01234,2049,6967,2972,Real estate investor | DM for passive income secrets,495,0,1
crypto_king_9999,145,9598,0,investment advisor DM me,97,0,1
bot_account_7,9599,6718,3836,btc eth airdrop free coins,450,0,1
billgates,134491336,201,829,Nobel Peace Prize laureate | Activist,4374400994,1,0
code_master,325,133,127,Medical student | future doctor 🩺,6055,0,0
botanist_beth,200,16,115,Medical student | future doctor 🩺,5108,0,0
lisa_writes,318301,22,1,,839,0,1
everyday_elena,200,98,182,Fashion designer | PR welcome,9205,0,0
get_rich_88,7844,8263,1458,,372,0,1
everyday_elena,200,6,213,fitness coach 💪 DM for plans,8407,0,0
free_followers_now,118,5625,1,btc eth airdrop free coins,85,0,1
free_followers_now,4487,8235,1784,NFT investor | crypto tips,274,0,1
real_human_01234,1651,7717,980,📈 passive income daily,164,0,1
chris_builds,434744,20,2,Get free followers — click bio link,873,0,1
photo_by_anna,222800,13,2,FREE BTC airdrop → link in bio,54,0,1
follow_back_101,30,3368,0,promo available 📩,58,0,1
creative_dan,513,38,16,High school teacher | making STEM fun,17724,0,0
dev_pete,479938,0,5,follow for follow back,361,0,1
earn_fast_2024,6071,9595,752,btc eth airdrop free coins,105,0,1
1234567890ab,102,4538,3,FREE BTC airdrop → link in bio,45,0,1
everyday_elena,303954,2,8,Get free followers — click bio link,634,0,1
everyday_elena,376090,32,6,♻️ repost to win $1000,783,0,1
fit_jessica,200,73,217,Developer | Open source enthusiast,8510,0,0
grace_beauty,47338,0,2,,522,0,1
crypto_king_9999,8462,9780,2488,earn $500/day 👇,276,0,1
mindful_maya,313,5,212,News journalist @NYT,13574,0,0
acc29471838,163,9569,3,Real estate investor | DM for passive income secrets,14,0,1
arianagrande,18764312,13,4385,Iconic musician 🎸 | 40+ years on stage,433540727,1,0
emma.j,200,10,38,Architect | sustainable design,1689,0,0
emma.j,489,18,258,Freelance illustrator | art prints available,4692,0,0
alex_travel,200,94,220,Teacher & lifelong learner 📚,6523,0,0
free_followers_now,6774,5215,3054,DM me to grow your account fast,460,0,1
the_real_sam,200,19,195,Podcaster | interviewing founders,2853,0,0
grace_beauty,493333,13,9,,751,0,1
amy_joy,200,19,231,Traveler | 50+ countries visited ✈️,8329,0,0
journeys_with_kai,594,79,276,Artist | Digital creator ✨,3540,0,0
acc29471838,26,4518,0,🔞 link in bio,62,0,1
grace_beauty,200,5,320,mom of 3 | foodie 🍕,2581,0,0
sarah_smith,200,45,286,software engineer @ Google,5167,0,0
fit_jessica,151851,7,5,♻️ repost to win $1000,549,0,1
mike_2023,252,121,433,Marketing professional | keynote speaker,2064,0,0
paul_runs,77946,39,9,,830,0,1
nina_art,251,83,329,Yoga instructor | wellness coach 🧘,9296,0,0
99882736450,597,9634,4199,,45,0,1
a8f7d3k9p2,55,5907,1,NFT investor | crypto tips,14,0,1
crypto_king_9999,21,4449,2,earn $500/day 👇,48,0,1
tom_techie,750,140,473,Yoga instructor | wellness coach 🧘,30670,0,0
chef_marco,361,180,413,Architect | sustainable design,6684,0,0
1234567890ab,1594,5301,2560,NFT investor | crypto tips,17,0,1
airdrop_winner99,1062,5918,2858,DM me to grow your account fast,376,0,1
photo_by_anna,1750,390,232,Podcaster | interviewing founders,41164,0,0
99882736450,7978,7922,3531,,185,0,1
realmadrid,7527630,180,3109,Iconic musician 🎸 | 40+ years on stage,687234628,1,0
chris_builds,200,97,336,Wildlife photographer based in Kenya,2869,0,0
lena_captures,275649,16,0,DM me to grow your account fast,376,0,1
q7w8e9r0t1y2,85,4182,1,follow for follow back,39,0,1
follow_back_101,182,9901,1,crypto signals ✅ 99% win rate,84,0,1
a8f7d3k9p2,3511,7970,2073,FREE BTC airdrop → link in bio,356,0,1
journeys_with_kai,2509,212,351,Environmental activist 🌱,123622,0,0
lena_captures,200,30,344,Architect | sustainable design,1993,0,0
sarah_smith,200,96,178,Blogger | Lifestyle & wellness,7311,0,0
photo_by_anna,951,65,314,Wildlife photographer based in Kenya,15811,0,0
oprah,79977068,18,2274,Fashion icon | Creative Director @LuxuryBrand,1495779607,1,0
mark_adventure,200,39,495,fitness coach 💪 DM for plans,4745,0,0
bot_account_7,193,8807,0,,80,0,1
john_doe,411464,37,3,NFT investor | crypto tips,229,0,1
chef_marco,200,83,235,Environmental activist 🌱,2718,0,0
fit_jessica,453,112,485,fitness coach 💪 DM for plans,12834,0,0
crypto_king_9999,9340,7045,1770,btc eth airdrop free coins,307,0,1
nasa,114820179,67,942,Official account. For business: manager@agency.com,10802088216,1,0
john_doe,200,16,54,Freelance illustrator | art prints available,8135,0,0
alex_travel,1028,496,345,Wildlife photographer based in Kenya,47372,0,0
creative_dan,200,87,473,Architect | sustainable design,8943,0,0
mindful_maya,345014,35,2,,234,0,1
follow_back_101,6396,7952,1600,investment advisor DM me,473,0,1
zz_promo_zz,53,4462,3,,54,0,1
grace_beauty,359,83,279,Podcaster | interviewing founders,3951,0,0
daniel_f,200,43,398,Artist | Digital creator ✨,5259,0,0
b.scott.official,848,23,455,Nurse practitioner | women's health advocate,14714,0,0
airdrop_winner99,178,7880,3,Real estate investor | DM for passive income secrets,86,0,1
free_followers_now,9967,6751,589,DM me to grow your account fast,78,0,1
oprah,72041682,112,3207,Official account. For business: manager@agency.com,5527406883,1,0
photo_by_anna,981,453,39,High school teacher | making STEM fun,22174,0,0
code_master,193669,13,6,📈 passive income daily,268,0,1
daniel_f,200,89,413,Blogger | Lifestyle & wellness,3474,0,0
nina_art,369524,0,1,promo available 📩,420,0,1
surf_with_evan,1224,52,407,Blogger | Lifestyle & wellness,46116,0,0
mindful_maya,200,17,123,News journalist @NYT,9915,0,0
acc29471838,168,9345,1,FREE BTC airdrop → link in bio,6,0,1
the_real_sam,200,84,429,Fashion designer | PR welcome,8693,0,0
surf_with_evan,180623,12,7,investment advisor DM me,780,0,1
earn_fast_2024,127,4320,4,crypto signals ✅ 99% win rate,66,0,1
free_follower_bot,160,3026,2,DM me to grow your account fast,36,0,1
surf_with_evan,525,103,229,Wildlife photographer based in Kenya,13254,0,0
user8374629,1363,6162,2702,,399,0,1
bot_account_7,63,3075,2,Click link below 💰,93,0,1
everyday_elena,200,20,461,Developer | Open source enthusiast,4667,0,0
tradebot_fx,1144,6012,4188,crypto signals ✅ 99% win rate,304,0,1
journeys_with_kai,200,86,309,Architect | sustainable design,1421,0,0
grace_beauty,603,258,15,Wildlife photographer based in Kenya,5024,0,0
botanist_beth,380,174,18,Musician. Coffee addict. ☕,7701,0,0
tom_techie,200,67,354,Developer | Open source enthusiast,4469,0,0
tom_techie,200,30,174,Dance teacher | choreographer,2434,0,0
everyday_elena,100310,29,0,btc eth airdrop free coins,52,0,1
xXx_profit_xXx,3644,8992,3110,btc eth airdrop free coins,179,0,1
paul_runs,200,10,84,Nurse practitioner | women's health advocate,6254,0,0
get_rich_88,1615,9127,4419,crypto signals ✅ 99% win rate,138,0,1
the_real_sam,648,9,181,fitness coach 💪 DM for plans,3978,0,0
mindful_maya,161329,10,4,♻️ repost to win $1000,605,0,1
beyonce,29584760,140,983,Oscar-winning director | Production company: @StudioX,1367474219,1,0
surf_with_evan,340,26,342,UX designer @Meta,9156,0,0
tom_techie,96788,20,3,FREE BTC airdrop → link in bio,206,0,1
get_rich_88,1767,8949,4185,DM me to grow your account fast,150,0,1
surf_with_evan,659,46,299,Data scientist | ML researcher,8583,0,0
99882736450,5840,7938,4336,,344,0,1
botanist_beth,286,78,34,Data scientist | ML researcher,9518,0,0
oprah,80238661,302,302,CEO @Fortune500 | Author | Speaker,3910362335,1,0
grace_beauty,200,62,204,News journalist @NYT,3155,0,0
creative_dan,242755,48,3,follow for follow back,73,0,1
paul_runs,44208,36,4,DM me to grow your account fast,781,0,1
daniel_f,165100,42,8,,126,0,1
everyday_elena,200,13,176,Developer | Open source enthusiast,5413,0,0
tom_techie,200,81,404,Yoga instructor | wellness coach 🧘,8321,0,0
the_real_sam,200,47,76,Medical student | future doctor 🩺,6663,0,0
realmadrid,143556730,172,3708,International supermodel | Agency: IMG Models,13037280928,1,0
the_real_sam,211,52,422,Architect | sustainable design,1092,0,0
photo_by_anna,412,5,238,Blogger | Lifestyle & wellness,12583,0,0
code_master,200,20,435,Chef | Recipe creator 🍳,9152,0,0
q7w8e9r0t1y2,164,8980,0,,77,0,1
botanist_beth,200,57,312,Artist | Digital creator ✨,4708,0,0
justinbieber,95960813,141,1887,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,4985633301,1,0
1234567890ab,62,5270,2,earn $500/day 👇,80,0,1
mark_adventure,200,31,480,Freelance illustrator | art prints available,4737,0,0
everyday_elena,1450,460,422,Musician. Coffee addict. ☕,48567,0,0
chef_marco,742,314,138,Retired engineer | amateur astronomer 🔭,8260,0,0
free_follower_bot,6723,8100,3785,Click link below 💰,153,0,1
code_master,200,67,196,Yoga instructor | wellness coach 🧘,2240,0,0
code_master,200,72,262,Artist | Digital creator ✨,7328,0,0
nasa,61715748,42,3914,Grammy-winning artist 🎵 | New album out now,3884675871,1,0
botanist_beth,200,5,135,software engineer @ Google,3432,0,0
9182736450,4509,7146,3554,📈 passive income daily,401,0,1
1234567890ab,4284,9766,2775,,22,0,1
code_master,234,14,185,Dog lover 🐾 | Hiking | Books,7181,0,0
sarah_smith,1169,176,322,photographer | travel 📷,20738,0,0
tom_techie,200,80,289,photographer | travel 📷,4033,0,0
earn_fast_2024,7135,6647,4536,,336,0,1
sarah_smith,846,330,286,Artist | Digital creator ✨,26649,0,0
lena_captures,200,48,268,Fashion designer | PR welcome,7610,0,0
billgates,74152589,418,3991,Fashion icon | Creative Director @LuxuryBrand,912905821,1,0
lena_captures,200,79,384,Freelance illustrator | art prints available,7058,0,0
kimkardashian,38371480,418,1043,Nobel Peace Prize laureate | Activist,435684744,1,0
lisa_writes,153952,3,6,follow for follow back,101,0,1
the_real_sam,867,398,141,Yoga instructor | wellness coach 🧘,25673,0,0
chef_marco,587,237,35,Entrepreneur | Founder @startup,25172,0,0
nft_dropper_69,7135,6688,3259,Click link below 💰,260,0,1
earn_fast_2024,3734,7263,4517,,331,0,1
mindful_maya,200,42,25,High school teacher | making STEM fun,3110,0,0
crypto_king_9999,3408,7160,3320,,403,0,1
daniel_f,83714,7,5,FREE BTC airdrop → link in bio,554,0,1
mark_adventure,290,57,441,Developer | Open source enthusiast,1898,0,0
john_doe,200,33,81,Gaming streamer | Twitch partner 🎮,3640,0,0
zz_promo_zz,24,5526,0,,99,0,1
kyliejenner,105606152,101,3960,Fashion icon | Creative Director @LuxuryBrand,7819944209,1,0
real_human_01234,5690,9441,2920,earn $500/day 👇,141,0,1
chef_marco,200,6,462,UX designer @Meta,1814,0,0
chris_builds,256355,46,1,FREE BTC airdrop → link in bio,347,0,1
xXx_profit_xXx,22,4700,4,promo available 📩,44,0,1
lena_captures,2005,836,173,Chef | Recipe creator 🍳,19608,0,0
real_human_01234,7156,8738,3277,,290,0,1
crypto_king_9999,9916,5320,1916,Get free followers — click bio link,348,0,1
amy_joy,240456,17,0,FREE BTC airdrop → link in bio,924,0,1
