username,followers,following,tweets,bio,is_verified,listed_count,has_profile_pic,label
john_doe,174168,41,10,Click link below 💰,0,0,0,1
amy_joy,81,39,100,Environmental activist 🌱,0,645,1,0
9182736450,80,4852,37,📈 passive income daily,0,0,1,1
nft_dropper_69,677,3380,244396,Get free followers — click bio link,0,0,1,1
grace_beauty,235,282,100,Fashion designer | PR welcome,0,655,1,0
earn_fast_2024,1415,4577,158454,NFT investor | crypto tips,0,0,1,1
nasa756,114846,65,169,Fan account. Not official.,0,0,1,1
creative_dan,359,502,158,Chef | Recipe creator 🍳,0,347,1,0
user8374629,41,3758,42,Click link below 💰,0,0,1,1
beyonce904,98932,75,104,Fan account. Not official.,0,0,1,1
chef_marco,50,123,180,Artist | Digital creator ✨,0,636,1,0
therock496,120714,91,126,Fan account. Not official.,0,0,1,1
nft_dropper_69,3593,3298,163370,earn $500/day 👇,0,0,1,1
creative_dan,4419849,4460,35090,photographer | travel 📷,0,35231,1,0
chef_marco,498675,35,6,FREE BTC airdrop → link in bio,0,0,1,1
mark_adventure,50,52,100,Dance teacher | choreographer,0,718,1,0
therock405,244443,57,46,Fan account. Not official.,0,0,1,1
taylorswift,124189489,583,72451,Grammy-winning artist 🎵 | New album out now,1,71454,1,0
xXx_profit_xXx,618,3569,390445,,0,0,1,1
john_doe,253635,27,3,DM me to grow your account fast,0,0,0,1
a8f7d3k9p2,1031,4189,348396,earn $500/day 👇,0,0,1,1
taylorswift296,80054,71,16,Fan account. Not official.,0,0,1,1
journeys_with_kai,57,87,100,Developer | Open source enthusiast,0,67,1,0
chris_builds,4746748,490,28385,Entrepreneur | Founder @startup,0,41307,1,0
journeys_with_kai,391351,5,1,btc eth airdrop free coins,0,0,1,1
surf_with_evan,50,14,100,Chef | Recipe creator 🍳,0,579,1,0
jeffbezos757,21249,63,94,Fan account. Not official.,0,0,1,1
realmadrid,78750483,1586,61970,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,102334,1,0
taylorswift,189661074,1277,53472,Fashion icon | Creative Director @LuxuryBrand,1,279628,1,0
journeys_with_kai,471684,8,5,FREE BTC airdrop → link in bio,0,0,0,1
amy_joy,71,90,100,Yoga instructor | wellness coach 🧘,0,936,1,0
nike,159636308,1778,17188,Professional athlete | Team captain | Brand ambassador,1,362862,1,0
jeffbezos,45779926,122,82353,Professional athlete | Team captain | Brand ambassador,1,249131,1,0
bot_account_7,50,4227,31,📈 passive income daily,0,0,0,1
tradebot_fx,1058,4124,399947,crypto signals ✅ 99% win rate,0,0,1,1
free_followers_now,2,3372,39,Real estate investor | DM for passive income secrets,0,0,0,1
earn_fast_2024,2402,4559,66394,Get free followers — click bio link,0,0,1,1
xXx_profit_xXx,69,3821,7,NFT investor | crypto tips,0,0,0,1
mike_2023,4456018,4660,5135,Traveler | 50+ countries visited ✈️,1,17789,1,0
1234567890ab,35,3737,0,,0,0,0,1
chris_builds,3052479,1522,15960,Traveler | 50+ countries visited ✈️,0,47722,1,0
billgates282,188889,24,45,Fan account. Not official.,0,0,1,1
tradebot_fx,90,3245,16,DM me to grow your account fast,0,0,0,1
real_human_01234,44,4857,11,Real estate investor | DM for passive income secrets,0,0,1,1
get_rich_88,28,4412,41,NFT investor | crypto tips,0,0,0,1
nike617,333500,53,15,Fan account. Not official.,0,0,1,1
chef_marco,3768526,4755,13043,News journalist @NYT,0,35374,1,0
everyday_elena,315091,38,3,📈 passive income daily,0,0,1,1
cristiano589,31363,26,147,Fan account. Not official.,0,0,1,1
sarah_smith,50,62,262,Chef | Recipe creator 🍳,0,863,1,0
emma.j,50,32,100,Teacher & lifelong learner 📚,0,729,1,0
kimkardashian,29574893,140,32997,Oscar-winning director | Production company: @StudioX,1,433303,1,0
crypto_king_9999,2423,3657,199627,follow for follow back,0,0,1,1
get_rich_88,2907,4963,359919,btc eth airdrop free coins,0,0,1,1
mike_2023,149799,47,4,,0,0,1,1
chef_marco,4445521,531,11409,Environmental activist 🌱,1,15358,1,0
chris_builds,50,103,274,Dance teacher | choreographer,0,359,1,0
mike_2023,4634146,4961,4863,fitness coach 💪 DM for plans,0,46834,1,0
dev_pete,156070,34,1,follow for follow back,0,0,0,1
alex_travel,2756062,969,19841,Chef | Recipe creator 🍳,1,44972,1,0
amy_joy,897819,1077,22498,News journalist @NYT,0,1134,1,0
mark_adventure,64,57,100,Fashion designer | PR welcome,0,202,1,0
b.scott.official,50,112,1052,Artist | Digital creator ✨,0,212,1,0
fit_jessica,50,70,376,Marketing professional | keynote speaker,0,738,1,0
kimkardashian,92957799,298,7732,Grammy-winning artist 🎵 | New album out now,1,212155,1,0
the_real_sam,2946268,1716,24874,Developer | Open source enthusiast,1,43121,1,0
botanist_beth,50,53,108,Fashion designer | PR welcome,0,657,1,0
earn_fast_2024,717,4286,264949,btc eth airdrop free coins,0,0,1,1
nft_dropper_69,96,4238,27,,0,0,1,1
chef_marco,50,21,100,mom of 3 | foodie 🍕,0,499,1,0
b.scott.official,86,213,100,Dance teacher | choreographer,0,137,1,0
journeys_with_kai,50,116,1378,fitness coach 💪 DM for plans,0,198,1,0
grace_beauty,471598,18,2,follow for follow back,0,0,0,1
billgates714,156148,82,162,Fan account. Not official.,0,0,1,1
daniel_f,209,442,225,Freelance illustrator | art prints available,0,793,1,0
beyonce871,408162,91,112,Fan account. Not official.,0,0,1,1
mike_2023,979915,3672,32316,Musician. Coffee addict. ☕,0,40995,1,0
fcbarcelona246,184998,2,122,Fan account. Not official.,0,0,1,1
john_doe,50,79,150,Medical student | future doctor 🩺,0,414,1,0
chef_marco,21952,15,7,Real estate investor | DM for passive income secrets,0,0,0,1
neymarjr25,240195,16,160,Fan account. Not official.,0,0,1,1
xXx_profit_xXx,807,3191,80317,FREE BTC airdrop → link in bio,0,0,1,1
1234567890ab,78,3831,26,NFT investor | crypto tips,0,0,1,1
bot_account_7,23,4667,34,NFT investor | crypto tips,0,0,0,1
sarah_smith,59,60,173,Podcaster | interviewing founders,0,356,1,0
creative_dan,50,50,100,News journalist @NYT,0,579,1,0
free_followers_now,123,4921,337101,follow for follow back,0,0,1,1
xXx_profit_xXx,83,3325,30,,0,0,0,1
nike296,283856,52,103,Fan account. Not official.,0,0,1,1
a8f7d3k9p2,1413,3508,321497,Real estate investor | DM for passive income secrets,0,0,1,1
oprah530,388354,32,155,Fan account. Not official.,0,0,1,1
nina_art,4704697,4259,31182,High school teacher | making STEM fun,0,2501,1,0
daniel_f,304,97,100,Podcaster | interviewing founders,0,589,1,0
selenagomez,10031947,1725,61890,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,20395,1,0
botanist_beth,50,94,252,Traveler | 50+ countries visited ✈️,0,470,1,0
justinbieber,83792716,1947,89900,Iconic musician 🎸 | 40+ years on stage,1,299524,1,0
b.scott.official,1772308,3302,13256,Environmental activist 🌱,1,10594,1,0
billgates,15577515,1311,61724,Iconic musician 🎸 | 40+ years on stage,1,283029,1,0
kimkardashian,45619791,1431,38646,Iconic musician 🎸 | 40+ years on stage,1,29493,1,0
neymarjr,101876870,682,96487,Nobel Peace Prize laureate | Activist,1,440721,1,0
fcbarcelona247,98168,93,77,Fan account. Not official.,0,0,1,1
emma.j,167911,34,18,Real estate investor | DM for passive income secrets,0,0,0,1
grace_beauty,50,10,242,Freelance illustrator | art prints available,0,475,1,0
xXx_profit_xXx,20,3157,7,crypto signals ✅ 99% win rate,0,0,1,1
dev_pete,50,79,165,fitness coach 💪 DM for plans,0,902,1,0
journeys_with_kai,447094,35,17,♻️ repost to win $1000,0,0,1,1
bot_account_7,11,3115,23,promo available 📩,0,0,1,1
photo_by_anna,50,103,904,Musician. Coffee addict. ☕,0,664,1,0
photo_by_anna,173,267,233,Artist | Digital creator ✨,0,161,1,0
beyonce746,439363,55,156,Fan account. Not official.,0,0,1,1
tim_cook90,457205,16,87,Fan account. Not official.,0,0,1,1
mindful_maya,276325,26,2,NFT investor | crypto tips,0,0,1,1
fit_jessica,4616232,3224,24013,Medical student | future doctor 🩺,1,17934,1,0
dev_pete,4735396,396,20461,Marketing professional | keynote speaker,1,26964,1,0
tradebot_fx,4055,4476,480421,earn $500/day 👇,0,0,1,1
code_master,50,38,100,Architect | sustainable design,0,18,1,0
sarah_smith,4823627,906,33972,Musician. Coffee addict. ☕,0,21779,1,0
b.scott.official,50,115,285,Architect | sustainable design,0,675,1,0
fit_jessica,50,57,523,Retired engineer | amateur astronomer 🔭,0,243,1,0
code_master,51,20,263,Wildlife photographer based in Kenya,0,507,1,0
crypto_king_9999,4681,3822,223712,♻️ repost to win $1000,0,0,1,1
emma.j,104,165,100,High school teacher | making STEM fun,0,929,1,0
nike996,161124,51,81,Fan account. Not official.,0,0,1,1
zz_promo_zz,96,3723,3,,0,0,0,1
nina_art,373577,26,0,FREE BTC airdrop → link in bio,0,0,1,1
nft_dropper_69,47,4748,15,FREE BTC airdrop → link in bio,0,0,1,1
cristiano161,35514,24,52,Fan account. Not official.,0,0,1,1
grace_beauty,130727,3,4,📈 passive income daily,0,0,0,1
mindful_maya,50,19,792,Architect | sustainable design,0,711,1,0
xXx_profit_xXx,6,4069,12,FREE BTC airdrop → link in bio,0,0,0,1
tom_techie,50,26,100,Entrepreneur | Founder @startup,0,220,1,0
99882736450,4651,4913,109798,earn $500/day 👇,0,0,1,1
lisa_writes,103,36,100,software engineer @ Google,0,193,1,0
taylorswift536,239428,66,71,Fan account. Not official.,0,0,1,1
lena_captures,262,507,100,Musician. Coffee addict. ☕,0,811,1,0
mark_adventure,50,17,233,Dance teacher | choreographer,0,350,1,0
9182736450,1814,3277,212571,🔞 link in bio,0,0,1,1
bot_account_7,62,4315,35,investment advisor DM me,0,0,0,1
the_real_sam,4972692,1172,10240,Wildlife photographer based in Kenya,0,3474,1,0
the_real_sam,51,41,100,Dog lover 🐾 | Hiking | Books,0,32,1,0
elonmusk,147194698,947,92996,Oscar-winning director | Production company: @StudioX,1,481460,1,0
billgates610,361522,7,112,Fan account. Not official.,0,0,1,1
oprah,161426260,662,68543,Fashion icon | Creative Director @LuxuryBrand,1,235653,1,0
bot_account_7,1169,3764,409199,♻️ repost to win $1000,0,0,1,1
taylorswift,162523386,687,82152,Nobel Peace Prize laureate | Activist,1,368654,1,0
earn_fast_2024,2243,4389,177625,Get free followers — click bio link,0,0,1,1
justinbieber,47759980,1008,58578,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,163422,1,0
user8374629,73,3138,24,,0,0,1,1
xXx_profit_xXx,3285,4228,204439,earn $500/day 👇,0,0,1,1
airdrop_winner99,25,3195,13,follow for follow back,0,0,0,1
amy_joy,257247,39,6,investment advisor DM me,0,0,1,1
kyliejenner273,127094,53,49,Fan account. Not official.,0,0,1,1
mike_2023,273909,27,1,investment advisor DM me,0,0,0,1
chris_builds,292203,26,16,btc eth airdrop free coins,0,0,0,1
emma.j,66,83,206,High school teacher | making STEM fun,0,51,1,0
tom_techie,420,701,285,Chef | Recipe creator 🍳,0,690,1,0
botanist_beth,116,276,307,Wildlife photographer based in Kenya,0,534,1,0
surf_with_evan,50,80,100,Retired engineer | amateur astronomer 🔭,0,12,1,0
alex_travel,419746,19,4,♻️ repost to win $1000,0,0,0,1
journeys_with_kai,2965847,2732,12276,Medical student | future doctor 🩺,0,25506,1,0
john_doe,52,44,518,Artist | Digital creator ✨,0,163,1,0
oprah,13476279,1905,99801,Professional athlete | Team captain | Brand ambassador,1,193843,1,0
xXx_profit_xXx,53,3121,43,DM me to grow your account fast,0,0,0,1
acc29471838,33,4040,46,btc eth airdrop free coins,0,0,1,1
fit_jessica,94,188,271,Teacher & lifelong learner 📚,0,253,1,0
nike,60100135,505,81558,CEO @Fortune500 | Author | Speaker,1,302963,1,0
fcbarcelona812,430886,78,105,Fan account. Not official.,0,0,1,1
nina_art,50,35,100,High school teacher | making STEM fun,0,691,1,0
grace_beauty,67626,9,12,FREE BTC airdrop → link in bio,0,0,0,1
realmadrid,38976837,161,51232,Fashion icon | Creative Director @LuxuryBrand,1,298388,1,0
tom_techie,4914783,890,18447,Traveler | 50+ countries visited ✈️,0,12338,1,0
lisa_writes,69,15,100,Medical student | future doctor 🩺,0,847,1,0
tom_techie,50,91,189,software engineer @ Google,0,486,1,0
a8f7d3k9p2,881,4727,200312,promo available 📩,0,0,1,1
botanist_beth,295265,12,3,promo available 📩,0,0,0,1
kyliejenner,67842909,198,94784,Official account. For business: manager@agency.com,1,117315,1,0
billgates996,13780,73,174,Fan account. Not official.,0,0,1,1
botanist_beth,168766,25,11,NFT investor | crypto tips,0,0,1,1
get_rich_88,4458,3716,99148,investment advisor DM me,0,0,1,1
1234567890ab,33,3274,2,,0,0,0,1
kimkardashian,23641713,591,81041,International supermodel | Agency: IMG Models,1,132679,1,0
follow_back_101,91,4557,10,NFT investor | crypto tips,0,0,0,1
billgates695,312468,49,67,Fan account. Not official.,0,0,1,1
xXx_profit_xXx,1013,3253,138285,investment advisor DM me,0,0,1,1
photo_by_anna,50,17,1107,Teacher & lifelong learner 📚,0,314,1,0
beyonce11,476304,2,99,Fan account. Not official.,0,0,1,1
amy_joy,978351,1788,49826,Entrepreneur | Founder @startup,0,23664,1,0
neymarjr408,62480,37,145,Fan account. Not official.,0,0,1,1
amy_joy,452181,13,17,FREE BTC airdrop → link in bio,0,0,1,1
therock773,369501,17,140,Fan account. Not official.,0,0,1,1
user8374629,2021,4959,479117,Real estate investor | DM for passive income secrets,0,0,1,1
mike_2023,292,187,100,Environmental activist 🌱,0,636,1,0
creative_dan,468882,49,14,,0,0,0,1
tradebot_fx,46,3533,43,earn $500/day 👇,0,0,1,1
a8f7d3k9p2,1099,4825,288777,crypto signals ✅ 99% win rate,0,0,1,1
mindful_maya,251126,40,2,DM me to grow your account fast,0,0,1,1
1234567890ab,90,3112,2,,0,0,0,1
1234567890ab,1424,4752,384356,📈 passive income daily,0,0,1,1
mark_adventure,50,119,100,fitness coach 💪 DM for plans,0,623,1,0
cristiano,180295780,655,9600,Grammy-winning artist 🎵 | New album out now,1,422323,1,0
acc29471838,2,4316,0,🔞 link in bio,0,0,1,1
free_follower_bot,1277,3990,285997,NFT investor | crypto tips,0,0,1,1
paul_runs,753601,251,5236,News journalist @NYT,0,48734,1,0
xXx_profit_xXx,94,3727,49,,0,0,1,1
selenagomez981,45120,10,195,Fan account. Not official.,0,0,1,1
amy_joy,261086,36,19,crypto signals ✅ 99% win rate,0,0,0,1
emma.j,50,51,100,Artist | Digital creator ✨,0,789,1,0
realmadrid261,272474,81,101,Fan account. Not official.,0,0,1,1
tom_techie,50,24,100,UX designer @Meta,0,476,1,0
jeffbezos317,306379,30,68,Fan account. Not official.,0,0,1,1
mike_2023,4971857,1178,36133,photographer | travel 📷,0,1448,1,0
nina_art,87,192,1393,Dance teacher | choreographer,0,348,1,0
fit_jessica,137,116,100,Yoga instructor | wellness coach 🧘,0,887,1,0
the_real_sam,91,168,100,Marketing professional | keynote speaker,0,575,1,0
photo_by_anna,86,188,100,Chef | Recipe creator 🍳,0,472,1,0
surf_with_evan,50,105,100,Data scientist | ML researcher,0,89,1,0
amy_joy,493610,13,4,,0,0,0,1
airdrop_winner99,2880,3067,154700,♻️ repost to win $1000,0,0,1,1
99882736450,42,4916,1,Click link below 💰,0,0,1,1
taylorswift,173835583,125,15345,Oscar-winning director | Production company: @StudioX,1,208718,1,0
9182736450,86,3773,0,FREE BTC airdrop → link in bio,0,0,0,1
real_human_01234,16,3664,49,,0,0,1,1
botanist_beth,3643840,4972,29565,Yoga instructor | wellness coach 🧘,1,46796,1,0
justinbieber,98469403,1393,68873,Nobel Peace Prize laureate | Activist,1,358921,1,0
9182736450,68,3029,33,DM me to grow your account fast,0,0,1,1
get_rich_88,1948,3857,346707,DM me to grow your account fast,0,0,1,1
chris_builds,50,11,100,High school teacher | making STEM fun,0,367,1,0
free_followers_now,55,3360,45,♻️ repost to win $1000,0,0,0,1
john_doe,160,172,647,Medical student | future doctor 🩺,0,474,1,0
billgates,195147097,761,32041,Oscar-winning director | Production company: @StudioX,1,216634,1,0
botanist_beth,490805,27,9,investment advisor DM me,0,0,1,1
9182736450,3043,3160,489607,♻️ repost to win $1000,0,0,1,1
sarah_smith,50,82,104,photographer | travel 📷,0,603,1,0
tim_cook,76115393,1640,13347,Oscar-winning director | Production company: @StudioX,1,153516,1,0
free_follower_bot,18,4717,0,,0,0,0,1
alex_travel,232952,41,10,,0,0,0,1
journeys_with_kai,301209,7,12,🔞 link in bio,0,0,1,1
chef_marco,827,1815,100,Fashion designer | PR welcome,0,393,1,0
99882736450,4991,4114,218539,,0,0,1,1
dev_pete,109,56,150,Data scientist | ML researcher,0,670,1,0
acc29471838,4888,4498,120173,NFT investor | crypto tips,0,0,1,1
jeffbezos,92255963,1355,91807,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,379506,1,0
crypto_king_9999,19,4898,32,🔞 link in bio,0,0,0,1
justinbieber179,62693,75,150,Fan account. Not official.,0,0,1,1
earn_fast_2024,3971,4675,399817,,0,0,1,1
b.scott.official,50,34,422,Dog lover 🐾 | Hiking | Books,1,772,1,0
lisa_writes,50,96,100,Traveler | 50+ countries visited ✈️,0,344,1,0
therock974,251421,95,15,Fan account. Not official.,0,0,1,1
alex_travel,121,258,100,News journalist @NYT,1,192,1,0
daniel_f,73,119,100,fitness coach 💪 DM for plans,1,16,1,0
chef_marco,50,75,293,Dance teacher | choreographer,0,160,1,0
beyonce703,446419,8,96,Fan account. Not official.,0,0,1,1
daniel_f,120,184,258,Blogger | Lifestyle & wellness,0,924,1,0
a8f7d3k9p2,2054,3635,253957,NFT investor | crypto tips,0,0,1,1
crypto_king_9999,427,3212,99401,Get free followers — click bio link,0,0,1,1
tim_cook,9489387,128,9600,Grammy-winning artist 🎵 | New album out now,1,169772,1,0
chef_marco,117,209,1413,Podcaster | interviewing founders,0,76,1,0
mike_2023,50,47,215,High school teacher | making STEM fun,0,593,1,0
everyday_elena,69,104,159,Developer | Open source enthusiast,0,535,1,0
zz_promo_zz,82,3580,0,,0,0,0,1
alex_travel,469381,44,17,Get free followers — click bio link,0,0,1,1
tradebot_fx,62,3436,45,,0,0,0,1
mark_adventure,163,118,100,Yoga instructor | wellness coach 🧘,0,938,1,0
arianagrande698,431626,40,47,Fan account. Not official.,0,0,1,1
airdrop_winner99,3092,3632,158717,follow for follow back,0,0,1,1
fcbarcelona909,327038,59,140,Fan account. Not official.,0,0,1,1
surf_with_evan,2242859,3330,36730,fitness coach 💪 DM for plans,0,29446,1,0
dev_pete,3162389,854,26757,Developer | Open source enthusiast,0,26672,1,0
realmadrid,40298011,1505,34533,Fashion icon | Creative Director @LuxuryBrand,1,131698,1,0
1234567890ab,3818,4517,156446,btc eth airdrop free coins,0,0,1,1
chris_builds,63,91,100,Developer | Open source enthusiast,0,81,1,0
amy_joy,2768917,1338,16562,Developer | Open source enthusiast,1,44691,1,0
amy_joy,476266,17,8,Real estate investor | DM for passive income secrets,0,0,0,1
daniel_f,72,138,100,Podcaster | interviewing founders,0,692,1,0
bot_account_7,16,4230,1,,0,0,1,1
1234567890ab,3392,3033,164495,♻️ repost to win $1000,0,0,1,1
chef_marco,50,117,736,Environmental activist 🌱,0,302,1,0
code_master,94,97,291,Fashion designer | PR welcome,0,137,1,0
get_rich_88,1,3836,26,crypto signals ✅ 99% win rate,0,0,1,1
mike_2023,50,42,100,Yoga instructor | wellness coach 🧘,0,847,1,0
grace_beauty,253,468,100,mom of 3 | foodie 🍕,0,482,1,0
airdrop_winner99,56,3583,21,♻️ repost to win $1000,0,0,0,1
everyday_elena,58,62,138,Environmental activist 🌱,0,978,1,0
the_real_sam,368628,1349,32867,Medical student | future doctor 🩺,0,41268,1,0
