channel_name,subscribers,videos,about,avg_views,is_verified,label
Easy Profit 2024,184,3,Earn $500/day from home,4,0,1
FitnessFirst,415,526,Cooking tutorials and recipes 🍳,35,0,0
Crypto Tips Daily,936,4,Subscribe for free giveaways,2,0,1
BotChannel9999,544,2,,12,0,1
Crypto Tips Daily,200,4,,5,0,1
Crypto Tips Daily,587,0,Make money online — click here,41,0,1
BotChannel9999,961,3,NFT and crypto alpha,10,0,1
BotChannel9999,939,3,NFT and crypto alpha,27,0,1
BotChannel9999,167,0,,35,0,1
GamingPro,100,568,Educational content for students,1,0,0
NASA,59891904,1546,"PewDiePie — gaming, vlogs, memes.",15998478,1,0
MusicMaestro,124,229,Tech reviews and unboxings,23,0,0
GamingPro,432,28,Fitness and workout videos 💪,78,0,0
Crypto Tips Daily,189,0,NFT and crypto alpha,41,0,1
Crypto Tips Daily,369,2,,41,0,1
BotChannel9999,476,3,,7,0,1
Free Money Channel,805,2,SUBSCRIBE NOW for $100 giveaway,34,0,1
BBC,149458157,2070,Official YouTube channel of MrBeast. Subscribe!,41528240,1,0
Free Money Channel,46,4,,6,0,1
CookingWithSarah,100,921,Educational content for students,13,0,0
TechWithMike,1091,868,Travel vlogs from around the world,260,0,0
BotChannel9999,133,0,Make money online — click here,48,0,1
CookingWithSarah,284,985,News and current affairs,85,0,0
CookingWithSarah,180,353,Science experiments for kids 🔬,45,0,0
TED,183669761,337,"PewDiePie — gaming, vlogs, memes.",51654803,1,0
CookingWithSarah,132,28,Cooking tutorials and recipes 🍳,7,0,0
CookingWithSarah,100,186,Fitness and workout videos 💪,13,0,0
FitnessFirst,198,913,Fitness and workout videos 💪,14,0,0
Free Money Channel,544,3,,13,0,1
BBC,141118392,3541,"PewDiePie — gaming, vlogs, memes.",19850772,1,0
MusicMaestro,100,964,DIY and home projects,4,0,0
MrBeast,58125935,2244,"PewDiePie — gaming, vlogs, memes.",12483884,1,0
CookingWithSarah,297,391,Tech reviews and unboxings,62,0,0
Crypto Tips Daily,753,2,SUBSCRIBE NOW for $100 giveaway,40,0,1
Free Money Channel,380,2,Crypto investment tips,41,0,1
Free Money Channel,407,0,Earn $500/day from home,26,0,1
Free Money Channel,908,1,Free gift cards daily,32,0,1
TechWithMike,100,652,Tech reviews and unboxings,22,0,0
Easy Profit 2024,257,4,,6,0,1
BotChannel9999,256,4,Crypto investment tips,19,0,1
Easy Profit 2024,440,1,Subscribe for free giveaways,31,0,1
MusicMaestro,176,564,Fitness and workout videos 💪,17,0,0
Crypto Tips Daily,371,4,SUBSCRIBE NOW for $100 giveaway,29,0,1
MusicMaestro,100,411,Science experiments for kids 🔬,5,0,0
CookingWithSarah,159,254,Science experiments for kids 🔬,20,0,0
PewDiePie,233937505,3379,T-Series — Bollywood music and film,60831386,1,0
Free Money Channel,597,3,Subscribe for free giveaways,30,0,1
FitnessFirst,100,204,Music covers and originals 🎵,22,0,0
GamingPro,100,608,Fitness and workout videos 💪,10,0,0
BotChannel9999,453,4,,23,0,1
Easy Profit 2024,927,1,SUBSCRIBE NOW for $100 giveaway,26,0,1
GamingPro,342,197,Science experiments for kids 🔬,93,0,0
Free Money Channel,796,1,NFT and crypto alpha,16,0,1
CookingWithSarah,100,175,Cooking tutorials and recipes 🍳,5,0,0
BotChannel9999,944,0,NFT and crypto alpha,14,0,1
FitnessFirst,100,897,True crime documentary channel,19,0,0
MusicMaestro,143,662,True crime documentary channel,23,0,0
TechWithMike,100,17,Cooking tutorials and recipes 🍳,24,0,0
T-Series,125941423,1366,"PewDiePie — gaming, vlogs, memes.",34490606,1,0
Free Money Channel,414,4,NFT and crypto alpha,25,0,1
CookingWithSarah,146,602,Tech reviews and unboxings,2,0,0
BotChannel9999,810,4,Crypto investment tips,38,0,1
MusicMaestro,100,358,Music covers and originals 🎵,4,0,0
GamingPro,100,430,Music covers and originals 🎵,16,0,0
Crypto Tips Daily,712,2,Subscribe for free giveaways,15,0,1
MusicMaestro,100,971,Tech reviews and unboxings,23,0,0
GamingPro,195,44,Educational content for students,58,0,0
Easy Profit 2024,498,3,SUBSCRIBE NOW for $100 giveaway,18,0,1
Free Money Channel,426,1,Free gift cards daily,22,0,1
MusicMaestro,934,60,News and current affairs,231,0,0
TechWithMike,415,929,News and current affairs,54,0,0
Crypto Tips Daily,567,0,,16,0,1
Crypto Tips Daily,554,1,,32,0,1
T-Series,203172940,4165,T-Series — Bollywood music and film,14626373,1,0
BotChannel9999,812,2,Crypto investment tips,12,0,1
GamingPro,138,148,DIY and home projects,40,0,0
Easy Profit 2024,716,0,Make money online — click here,26,0,1
BotChannel9999,611,2,,14,0,1
NASA,220063489,2707,"PewDiePie — gaming, vlogs, memes.",53455891,1,0
Easy Profit 2024,983,1,NFT and crypto alpha,15,0,1
CookingWithSarah,238,912,Tech reviews and unboxings,38,0,0
BotChannel9999,51,2,,0,0,1
MusicMaestro,100,546,True crime documentary channel,17,0,0
TED,84026763,4418,Official YouTube channel of MrBeast. Subscribe!,12283122,1,0
BotChannel9999,644,2,Free gift cards daily,26,0,1
BotChannel9999,73,4,,37,0,1
Free Money Channel,195,4,,37,0,1
Crypto Tips Daily,582,2,,25,0,1
Free Money Channel,567,3,,47,0,1
Free Money Channel,609,0,,36,0,1
CookingWithSarah,100,585,News and current affairs,13,0,0
Easy Profit 2024,487,1,,19,0,1
BotChannel9999,735,4,SUBSCRIBE NOW for $100 giveaway,20,0,1
